,gender,new_location,mixed_attitude,economic_inflation,cost_of_living,income,redundancy,new_car,policy_war,good_mood,bad_mood,treatment/control
821,0,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
822,0,yorkshire,Neutral,1,1,1,1,1,1,1,1,0
823,0,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
824,0,east midland,Neutral,1,1,1,1,1,1,1,1,0
825,0,northwest,Slightly Negative,1,1,1,1,1,1,1,1,0
826,1,west midland,Slightly Positive,1,1,1,1,1,1,1,1,0
827,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
828,1,scotland,Neutral,1,1,1,1,1,1,1,1,0
829,0,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
830,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
831,1,southwest,Slightly Positive,1,1,1,1,1,1,1,1,0
832,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
833,1,west midland,Neutral,1,1,1,1,1,1,1,1,0
834,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
835,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
836,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
837,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
838,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
839,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
840,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
841,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
842,1,yorkshire,Neutral,1,1,1,1,1,1,1,1,0
843,0,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
844,1,northwest,Neutral,1,1,1,1,1,1,1,1,0
845,0,northeast,Slightly Negative,1,1,1,1,1,1,1,1,0
846,1,wales,Slightly Positive,1,1,1,1,1,1,1,1,0
847,0,west midland,Slightly Negative,1,1,1,1,1,1,1,1,0
848,1,yorkshire,Slightly Positive,1,1,1,1,1,1,1,1,0
849,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
850,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
851,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
852,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
853,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
854,1,london,Neutral,1,1,1,1,1,1,1,1,0
855,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
856,1,west midland,Slightly Negative,1,1,1,1,1,1,1,1,0
857,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
858,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
859,1,east midland,Neutral,1,1,1,1,1,1,1,1,0
860,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
861,1,scotland,Slightly Positive,1,1,1,1,1,1,1,1,0
862,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
863,1,east midland,Neutral,1,1,1,1,1,1,1,1,0
864,0,northern ireland,Slightly Negative,1,1,1,1,1,1,1,1,0
865,1,east midland,Slightly Negative,1,1,1,1,1,1,1,1,0
866,1,northwest,Neutral,1,1,1,1,1,1,1,1,0
867,1,east midland,Slightly Positive,1,1,1,1,1,1,1,1,0
868,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
869,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
870,1,northeast,Neutral,1,1,1,1,1,1,1,1,0
871,0,scotland,Slightly Negative,1,1,1,1,1,1,1,1,0
872,0,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
873,1,london,Slightly Positive,1,1,1,1,1,1,1,1,0
874,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
875,1,london,Slightly Negative,1,1,1,1,1,1,1,1,0
876,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
877,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
878,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
879,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
880,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
881,0,east midland,Neutral,1,1,1,1,1,1,1,1,0
882,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
883,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
884,0,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
885,0,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
886,1,london,Neutral,1,1,1,1,1,1,1,1,0
887,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
888,1,other towns and places,Extremely Positive,1,1,1,1,1,1,1,1,0
889,1,east midland,Slightly Positive,1,1,1,1,1,1,1,1,0
890,0,london,Slightly Negative,1,1,1,1,1,1,1,1,0
891,1,yorkshire,Slightly Negative,1,1,1,1,1,1,1,1,0
892,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
893,1,london,Neutral,1,1,1,1,1,1,1,1,0
894,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
895,1,northwest,Slightly Negative,1,1,1,1,1,1,1,1,0
896,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
897,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
898,1,other towns and places,Extremely Negative,1,1,1,1,1,1,1,1,0
899,1,yorkshire,Slightly Negative,1,1,1,1,1,1,1,1,0
900,1,northwest,Slightly Positive,1,1,1,1,1,1,1,1,0
901,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
902,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
903,1,northern ireland,Slightly Negative,1,1,1,1,1,1,1,1,0
904,1,southeast,Neutral,1,1,1,1,1,1,1,1,0
905,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
906,0,east midland,Neutral,1,1,1,1,1,1,1,1,0
907,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
908,1,west midland,Slightly Negative,1,1,1,1,1,1,1,1,0
909,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
910,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
911,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
912,1,yorkshire,Slightly Positive,1,1,1,1,1,1,1,1,0
913,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
914,1,london,Neutral,1,1,1,1,1,1,1,1,0
915,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
916,0,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
917,1,east midland,Neutral,1,1,1,1,1,1,1,1,0
918,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
919,1,other towns and places,Extremely Positive,1,1,1,1,1,1,1,1,0
920,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
921,1,yorkshire,Slightly Positive,1,1,1,1,1,1,1,1,0
922,0,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
923,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
924,1,other towns and places,Extremely Positive,1,1,1,1,1,1,1,1,0
925,1,northwest,Slightly Negative,1,1,1,1,1,1,1,1,0
926,1,wales,Slightly Negative,1,1,1,1,1,1,1,1,0
927,1,wales,Slightly Positive,1,1,1,1,1,1,1,1,0
928,1,northeast,Neutral,1,1,1,1,1,1,1,1,0
929,1,london,Neutral,1,1,1,1,1,1,1,1,0
930,0,yorkshire,Slightly Negative,1,1,1,1,1,1,1,1,0
931,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
932,1,west midland,Slightly Positive,1,1,1,1,1,1,1,1,0
933,1,glasgow,Extremely Positive,1,1,1,1,1,1,1,1,0
934,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
935,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
936,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
937,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
938,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
939,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
940,1,london,Neutral,1,1,1,1,1,1,1,1,0
941,0,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
942,0,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
943,0,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
944,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
945,1,yorkshire,Slightly Negative,1,1,1,1,1,1,1,1,0
946,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
947,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
948,0,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
949,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
950,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
951,1,london,Neutral,1,1,1,1,1,1,1,1,0
952,0,west midland,Slightly Positive,1,1,1,1,1,1,1,1,0
953,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
954,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
955,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
956,1,northwest,Slightly Positive,1,1,1,1,1,1,1,1,0
957,0,west midland,Neutral,1,1,1,1,1,1,1,1,0
958,0,other towns and places,Extremely Negative,1,1,1,1,1,1,1,1,0
959,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
960,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
961,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
962,1,northwest,Slightly Positive,1,1,1,1,1,1,1,1,0
963,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
964,0,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
965,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
966,1,other towns and places,Extremely Negative,1,1,1,1,1,1,1,1,0
967,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
968,1,yorkshire,Neutral,1,1,1,1,1,1,1,1,0
969,0,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
970,1,london,Slightly Negative,1,1,1,1,1,1,1,1,0
971,1,east midland,Neutral,1,1,1,1,1,1,1,1,0
972,0,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
973,0,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
974,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
975,0,wales,Neutral,1,1,1,1,1,1,1,1,0
976,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
977,1,east midland,Neutral,1,1,1,1,1,1,1,1,0
978,1,london,Slightly Positive,1,1,1,1,1,1,1,1,0
979,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
980,1,southwest,Slightly Negative,1,1,1,1,1,1,1,1,0
981,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
982,1,northwest,Neutral,1,1,1,1,1,1,1,1,0
983,0,east midland,Slightly Positive,1,1,1,1,1,1,1,1,0
984,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
985,1,southeast,Slightly Negative,1,1,1,1,1,1,1,1,0
986,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
987,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
988,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
989,1,london,Slightly Positive,1,1,1,1,1,1,1,1,0
990,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
991,0,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
992,0,east midland,Extremely Positive,1,1,1,1,1,1,1,1,0
993,1,southwest,Neutral,1,1,1,1,1,1,1,1,0
994,1,west midland,Slightly Negative,1,1,1,1,1,1,1,1,0
995,0,scotland,Neutral,1,1,1,1,1,1,1,1,0
996,1,yorkshire,Neutral,1,1,1,1,1,1,1,1,0
997,0,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
998,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
999,0,northern ireland,Neutral,1,1,1,1,1,1,1,1,0
1000,1,london,Slightly Negative,1,1,1,1,1,1,1,1,0
1001,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
1002,0,west midland,Slightly Positive,1,1,1,1,1,1,1,1,0
1003,0,southeast,Extremely Positive,1,1,1,1,1,1,1,1,0
1004,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
1005,1,southwest,Slightly Negative,1,1,1,1,1,1,1,1,0
1006,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
1007,0,southeast,Neutral,1,1,1,1,1,1,1,1,0
1008,1,london,Slightly Negative,1,1,1,1,1,1,1,1,0
1009,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
1010,1,northern ireland,Slightly Positive,1,1,1,1,1,1,1,1,0
1011,1,warrington,Slightly Positive,1,1,1,1,1,1,1,1,0
1012,1,yorkshire,Neutral,1,1,1,1,1,1,1,1,0
1013,0,southwest,Slightly Positive,1,1,1,1,1,1,1,1,0
1014,1,east midland,Slightly Positive,1,1,1,1,1,1,1,1,0
1015,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
1016,1,northwest,Slightly Negative,1,1,1,1,1,1,1,1,0
1017,1,northwest,Neutral,1,1,1,1,1,1,1,1,0
1018,1,wales,Slightly Positive,1,1,1,1,1,1,1,1,0
1019,0,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
1020,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
1021,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
1022,0,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
1023,1,huddersfield,Slightly Negative,1,1,1,1,1,1,1,1,0
1024,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
1025,1,other towns and places,Extremely Negative,1,1,1,1,1,1,1,1,0
1026,1,yorkshire,Neutral,1,1,1,1,1,1,1,1,0
1027,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
1028,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
1029,1,scotland,Slightly Positive,1,1,1,1,1,1,1,1,0
1030,1,scotland,Slightly Positive,1,1,1,1,1,1,1,1,0
1031,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
1032,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
1033,0,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
1034,1,london,Neutral,1,1,1,1,1,1,1,1,0
1035,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
1036,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
1037,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
1038,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
1039,1,london,Extremely Positive,1,1,1,1,1,1,1,1,0
1040,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
1041,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
1042,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
1043,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
1044,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
1045,1,east midland,Extremely Positive,1,1,1,1,1,1,1,1,0
1046,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
1047,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
1048,1,london,Neutral,1,1,1,1,1,1,1,1,0
1049,1,east midland,Slightly Positive,1,1,1,1,1,1,1,1,0
1050,0,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
1051,1,london,Slightly Positive,1,1,1,1,1,1,1,1,0
1052,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
1053,0,southeast,Slightly Positive,1,1,1,1,1,1,1,1,0
1054,1,yorkshire,Neutral,1,1,1,1,1,1,1,1,0
1055,0,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
1056,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
1057,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
1058,1,scotland,Slightly Positive,1,1,1,1,1,1,1,1,0
1059,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
1060,1,yorkshire,Slightly Negative,1,1,1,1,1,1,1,1,0
1061,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
1062,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
1063,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
1064,1,london,Neutral,1,1,1,1,1,1,1,1,0
1065,1,east midland,Neutral,1,1,1,1,1,1,1,1,0
1066,1,southwest,Extremely Negative,1,1,1,1,1,1,1,1,0
1067,1,northampton,Extremely Positive,1,1,1,1,1,1,1,1,0
1068,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
1069,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
1070,1,west midland,Slightly Negative,1,1,1,1,1,1,1,1,0
1071,0,other towns and places,Extremely Negative,1,1,1,1,1,1,1,1,0
1072,1,yorkshire,Neutral,1,1,1,1,1,1,1,1,0
1073,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
1074,1,yorkshire,Slightly Negative,1,1,1,1,1,1,1,1,0
1075,1,northwest,Slightly Positive,1,1,1,1,1,1,1,1,0
1076,1,southeast,Slightly Negative,1,1,1,1,1,1,1,1,0
1077,1,london,Slightly Negative,1,1,1,1,1,1,1,1,0
1078,0,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
1079,0,east midland,Neutral,1,1,1,1,1,1,1,1,0
1080,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
1081,1,southeast,Neutral,1,1,1,1,1,1,1,1,0
1082,1,northern ireland,Slightly Negative,1,1,1,1,1,1,1,1,0
1083,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
1084,1,london,Neutral,1,1,1,1,1,1,1,1,0
1085,1,other towns and places,Extremely Positive,1,1,1,1,1,1,1,1,0
1086,1,east midland,Slightly Positive,1,1,1,1,1,1,1,1,0
1087,0,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
1088,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
1089,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
1090,0,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
1091,0,london,Neutral,1,1,1,1,1,1,1,1,0
1092,0,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
1093,1,scotland,Extremely Negative,1,1,1,1,1,1,1,1,0
1094,1,yorkshire,Slightly Positive,1,1,1,1,1,1,1,1,0
1095,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
1096,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
1097,0,northern ireland,Slightly Negative,1,1,1,1,1,1,1,1,0
1098,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
1099,1,west midland,Slightly Positive,1,1,1,1,1,1,1,1,0
1100,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
1101,0,yorkshire,Slightly Positive,1,1,1,1,1,1,1,1,0
1102,1,other towns and places,Extremely Positive,1,1,1,1,1,1,1,1,0
1103,1,london,Neutral,1,1,1,1,1,1,1,1,0
1104,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
1105,0,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
1106,0,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
1107,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
1108,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
1109,1,yorkshire,Neutral,1,1,1,1,1,1,1,1,0
1110,1,northwest,Neutral,1,1,1,1,1,1,1,1,0
1111,0,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
1112,1,southeast,Extremely Positive,1,1,1,1,1,1,1,1,0
1113,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
1114,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
1115,1,northwest,Slightly Positive,1,1,1,1,1,1,1,1,0
1116,1,kingston,Extremely Positive,1,1,1,1,1,1,1,1,0
1117,1,yorkshire,Neutral,1,1,1,1,1,1,1,1,0
1118,1,southend-on-sea,Neutral,1,1,1,1,1,1,1,1,0
1119,1,northwest,Neutral,1,1,1,1,1,1,1,1,0
1120,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
1121,1,yorkshire,Neutral,1,1,1,1,1,1,1,1,0
1122,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
1123,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
1124,1,west midland,Slightly Positive,1,1,1,1,1,1,1,1,0
1125,1,london,Slightly Negative,1,1,1,1,1,1,1,1,0
1126,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
1127,1,london,Slightly Negative,1,1,1,1,1,1,1,1,0
1128,1,northwest,Slightly Positive,1,1,1,1,1,1,1,1,0
1129,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
1130,1,scotland,Extremely Positive,1,1,1,1,1,1,1,1,0
1131,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
1132,1,other towns and places,Extremely Positive,1,1,1,1,1,1,1,1,0
1133,0,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
1134,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
1135,0,london,Neutral,1,1,1,1,1,1,1,1,0
1136,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
1137,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
1138,1,northwest,Neutral,1,1,1,1,1,1,1,1,0
1139,1,london,Neutral,1,1,1,1,1,1,1,1,0
1140,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
1141,0,southeast,Neutral,1,1,1,1,1,1,1,1,0
1142,1,northern ireland,Neutral,1,1,1,1,1,1,1,1,0
1143,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
1144,1,other towns and places,Extremely Positive,1,1,1,1,1,1,1,1,0
1145,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
1146,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
1147,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
1148,0,london,Slightly Positive,1,1,1,1,1,1,1,1,0
1149,0,southeast,Slightly Negative,1,1,1,1,1,1,1,1,0
1150,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
1151,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
1152,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
1153,1,southeast,Slightly Positive,1,1,1,1,1,1,1,1,0
1154,1,other towns and places,Extremely Positive,1,1,1,1,1,1,1,1,0
1155,0,london,Slightly Negative,1,1,1,1,1,1,1,1,0
1156,0,london,Neutral,1,1,1,1,1,1,1,1,0
1157,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
1158,1,southwest,Slightly Negative,1,1,1,1,1,1,1,1,0
1159,1,west midland,Slightly Positive,1,1,1,1,1,1,1,1,0
1160,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
1161,1,london,Slightly Positive,1,1,1,1,1,1,1,1,0
1162,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
1163,0,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
1164,0,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
1165,0,scotland,Neutral,1,1,1,1,1,1,1,1,0
1166,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
1167,0,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
1168,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
1169,0,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
1170,1,southeast,Slightly Negative,1,1,1,1,1,1,1,1,0
1171,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
1172,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
1173,1,northeast,Slightly Negative,1,1,1,1,1,1,1,1,0
1174,1,scotland,Slightly Negative,1,1,1,1,1,1,1,1,0
1175,0,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
1176,1,scotland,Neutral,1,1,1,1,1,1,1,1,0
1177,0,east midland,Neutral,1,1,1,1,1,1,1,1,0
1178,0,northwest,Neutral,1,1,1,1,1,1,1,1,0
1179,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
1180,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
1181,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
1182,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
1183,0,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
1184,1,southeast,Slightly Negative,1,1,1,1,1,1,1,1,0
1185,1,scotland,Slightly Negative,1,1,1,1,1,1,1,1,0
1186,0,other towns and places,Extremely Positive,1,1,1,1,1,1,1,1,0
1187,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
1188,0,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
1189,1,northwest,Extremely Positive,1,1,1,1,1,1,1,1,0
1190,1,other towns and places,Extremely Positive,1,1,1,1,1,1,1,1,0
1191,0,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
1192,1,london,Extremely Positive,1,1,1,1,1,1,1,1,0
1193,1,yorkshire,Neutral,1,1,1,1,1,1,1,1,0
1194,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
1195,0,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
1196,1,london,Neutral,1,1,1,1,1,1,1,1,0
1197,1,southwest,Neutral,1,1,1,1,1,1,1,1,0
1198,1,london,Slightly Positive,1,1,1,1,1,1,1,1,0
1199,1,yorkshire,Neutral,1,1,1,1,1,1,1,1,0
1200,1,other towns and places,Slightly Negative,1,1,1,1,1,1,1,1,0
1201,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
1202,1,scotland,Slightly Positive,1,1,1,1,1,1,1,1,0
1203,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
1204,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
1205,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
1206,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
1207,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
1208,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
1209,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
1210,1,southwest,Neutral,1,1,1,1,1,1,1,1,0
1211,1,london,Slightly Negative,1,1,1,1,1,1,1,1,0
1212,1,scotland,Neutral,1,1,1,1,1,1,1,1,0
1213,0,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
1214,1,other towns and places,Slightly Positive,1,1,1,1,1,1,1,1,0
1215,1,yorkshire,Extremely Positive,1,1,1,1,1,1,1,1,0
1216,1,london,Slightly Positive,1,1,1,1,1,1,1,1,0
1217,0,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
1218,1,london,Slightly Negative,1,1,1,1,1,1,1,1,0
1219,1,west midland,Slightly Negative,1,1,1,1,1,1,1,1,0
1220,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
1221,1,southeast,Neutral,1,1,1,1,1,1,1,1,0
1222,1,other towns and places,Neutral,1,1,1,1,1,1,1,1,0
1223,1,southeast,Slightly Positive,1,1,1,1,1,1,1,1,0
1224,0,london,Slightly Positive,1,1,1,1,1,1,1,1,0
1225,0,northeast,Neutral,1,1,1,1,1,1,1,1,0
