,flair sentiment
20274,-0.773786814
20275,-0.983599235
20276,-0.96214506
20277,-0.51579215
20278,-0.976507807
20279,-0.840829024
20280,-0.979952309
20281,0.742992842
20282,0.884416593
20283,-0.863944859
20284,0.728635936
20285,-0.933874961
20286,-0.738755391
20287,0.784333233
20288,-0.845305677
20289,-0.985434589
20290,-0.987451387
20291,0.549947471
20292,-0.517677693
20293,0.581919573
20294,-0.81191529
20295,-0.58781785
20296,0.737924472
20297,-0.911970278
20298,0.780361688
20299,-0.951530212
20300,-0.986996765
20301,-0.880942945
20302,0.986402187
20303,-0.782726888
20304,0.761343527
20305,0.918309347
20306,-0.982938016
20307,0.857418445
20308,-0.58014168
20309,0.766019505
20310,-0.717236245
20311,0.865984367
20312,-0.540430761
20313,-0.942700053
20314,-0.615660448
20315,-0.821119423
20316,0.533300291
20317,-0.795299463
20318,-0.973595059
20319,0.928529419
20320,0.525546155
20321,-0.755376285
20322,-0.935187802
20323,-0.948756705
20324,0.599387122
20325,0.508995061
20326,0.903519755
20327,0.810414747
20328,-0.688480767
20329,0.546103187
20330,-0.635977503
20331,-0.72416733
20332,0.774682109
20333,0.997594387
20334,0.6858741
20335,-0.665147248
20336,0.975238956
20337,-0.977209142
20338,0.89699203
20339,-0.797404062
20340,0.844266372
20341,-0.842351443
20342,-0.935849617
20343,-0.960855942
20344,0.82042083
20345,-0.964098317
20346,-0.835784735
20347,0.993390137
20348,-0.958113968
20349,-0.803396994
20350,0.65658681
20351,-0.862879446
20352,0.610914253
20353,-0.576091513
20354,-0.997878056
20355,-0.913327406
20356,0.910906653
20357,-0.561550064
20358,0.647618125
20359,-0.759573382
20360,-0.972494836
20361,0.974476883
20362,-0.926778825
20363,0.725788159
20364,-0.862084052
20365,-0.688553607
20366,-0.915324772
20367,0.950678371
20368,-0.957321435
20369,-0.98112859
20370,-0.959098852
20371,0.746958546
20372,0.852161002
20373,-0.95169425
20374,-0.955929734
20375,-0.8722652
20376,-0.806773425
20377,0.998911221
20378,-0.685990393
20379,-0.973368374
20380,-0.620229671
20381,-0.64220332
20382,-0.910317022
20383,0.518324785
20384,0.742150538
20385,-0.950110615
20386,-0.936067718
20387,-0.602729934
20388,0.999384857
20389,-0.95215823
20390,0.5119881
20391,-0.627452889
20392,-0.793102891
20393,-0.860173474
20394,0.983139248
20395,-0.956996756
20396,0.884440675
20397,-0.995267574
20398,-0.597932119
20399,-0.998583205
20400,0.862637979
20401,0.601546679
20402,0.958479537
20403,-0.853620058
20404,0.939875702
20405,-0.950747455
20406,-0.990861733
20407,0.933666695
20408,0.955691307
20409,-0.84106316
20410,-0.684542066
20411,-0.960454848
20412,-0.937490891
20413,0.969251925
20414,-0.914934049
20415,-0.972357323
20416,0.982022037
20417,0.984887279
20418,-0.836545795
20419,-0.807309052
20420,-0.81465494
20421,-0.949088775
20422,0.516028193
20423,0.762826307
20424,-0.797615786
20425,0.834371277
20426,0.945054822
20427,-0.626177541
20428,-0.813958554
20429,0.833466326
20430,0.521120883
20431,0.894126967
20432,-0.946090729
20433,-0.56446162
20434,0.560558504
20435,-0.881194486
20436,0.999485772
20437,0.972172005
20438,0.942362559
20439,0.986135268
20440,-0.579499356
20441,0.898946836
20442,0.870199942
20443,-0.990808385
20444,-0.549102187
20445,-0.570171361
20446,0.973962178
20447,0.895773248
20448,-0.929491413
20449,0.995095489
20450,-0.936826096
20451,-0.804637115
20452,-0.965496932
20453,-0.85198987
20454,-0.923713781
20455,0.663152445
20456,-0.986799944
20457,0.886065975
20458,-0.797251767
20459,0.995471548
20460,-0.967702087
20461,-0.853870467
20462,0.912695037
20463,-0.958032843
20464,-0.875056768
20465,0.707272542
20466,-0.950092197
20467,-0.695861824
20468,-0.960718072
20469,-0.661367757
20470,-0.986458873
20471,-0.661242702
20472,-0.996499766
20473,-0.832795153
20474,0.66978794
20475,-0.531024442
20476,0.609726408
20477,-0.997862379
20478,-0.805556551
20479,-0.996031853
20480,-0.760887951
20481,-0.99776826
20482,-0.766714104
20483,0.724835344
20484,0.986323923
20485,-0.963986196
20486,-0.918165158
20487,0.926769228
20488,-0.999615476
20489,0.798111059
20490,-0.534070591
20491,-0.806768298
20492,-0.945054524
20493,0.979017673
20494,-0.839697805
20495,-0.733133034
20496,0.976504529
20497,-0.992055957
20498,0.968546895
20499,0.97108716
20500,-0.500964469
20501,-0.70835083
20502,0.74331305
20503,-0.831656901
20504,-0.988124944
20505,-0.916701929
20506,0.960914059
20507,-0.952518136
20508,-0.532883222
20509,-0.780885633
20510,-0.816964289
20511,-0.583373205
20512,0.986954206
20513,-0.838056292
20514,-0.998945495
20515,-0.971199221
20516,0.962729445
20517,0.549491539
20518,-0.747629242
20519,-0.884570916
20520,-0.993975297
20521,0.822630397
20522,-0.714076068
20523,-0.948229542
20524,0.637364853
20525,-0.895653677
20526,0.539292926
20527,0.724026002
20528,-0.951202076
20529,0.840105993
20530,0.91890023
20531,0.980903872
20532,0.770780424
20533,0.995726546
20534,0.609112338
20535,0.938510526
20536,0.582125336
20537,-0.89243592
20538,0.949926669
20539,0.564887511
20540,-0.910532084
20541,-0.9802144
20542,0.739599663
20543,-0.953176196
20544,0.986384543
20545,-0.902883511
20546,0.974906112
20547,-0.997969671
20548,0.925730996
20549,0.580229957
20550,-0.801273977
20551,-0.872047337
20552,-0.777440416
20553,-0.842684108
20554,0.998067009
20555,0.956834864
20556,0.525140233
20557,0.738845755
20558,-0.859093457
20559,0.999522847
20560,-0.797577995
20561,-0.825987872
20562,-0.502784981
20563,0.979896934
20564,-0.959111727
20565,0.840743667
20566,0.530038008
20567,0.777737199
20568,-0.953607928
20569,-0.571396699
20570,0.841321138
20571,-0.876522381
20572,-0.542395283
20573,-0.809162408
20574,-0.713300583
20575,-0.870878507
20576,0.884522157
20577,-0.957448398
20578,-0.917762514
20579,-0.592925382
20580,-0.792722838
20581,0.998623141
20582,0.854994294
20583,0.996001036
20584,-0.676535018
20585,0.621058862
20586,-0.683610172
20587,-0.67713365
20588,0.947970491
20589,-0.917483375
20590,-0.989792208
20591,0.55824093
20592,-0.515955413
20593,-0.826744998
20594,-0.982307256
20595,-0.714814121
20596,0.714092818
20597,0.882404087
20598,-0.611799236
20599,0.899223949
20600,-0.793363552
20601,-0.927287927
20602,-0.78688995
20603,0.904755762
20604,-0.997815469
20605,0.721724104
20606,0.790749911
20607,0.915495844
20608,-0.719736812
20609,0.997368477
20610,-0.848750357
20611,0.535760087
20612,-0.98539811
20613,0.722423412
20614,-0.552889964
20615,0.565380818
20616,-0.923188823
20617,-0.844337424
20618,-0.909135137
20619,0.848889539
20620,-0.981813592
20621,0.652142583
20622,0.8480464
20623,0.871131717
20624,-0.986034949
20625,0.845935185
20626,0.714165479
20627,-0.865211445
20628,-0.977268629
20629,-0.985026103
20630,-0.712688361
20631,-0.774977938
20632,0.916670159
20633,0.986225274
20634,0.925203893
20635,0.856634138
20636,-0.959871476
20637,0.965914478
20638,0.924405459
20639,-0.800396803
20640,0.646653329
20641,-0.933287297
20642,0.986140155
20643,0.509163272
20644,-0.539583509
20645,-0.862415586
20646,-0.603026299
20647,0.994144461
20648,-0.587326332
20649,0.587433445
20650,0.8128386
20651,0.994251456
20652,0.647937856
20653,0.634407101
20654,-0.792169925
20655,-0.813947646
20656,0.504758027
20657,0.890037937
20658,0.996847572
20659,-0.979512112
20660,0.93898911
20661,-0.937658863
20662,0.965916505
20663,-0.806737839
20664,-0.85561504
20665,0.642090782
20666,0.676100186
20667,0.620045128
20668,0.923951314
20669,-0.970919129
20670,0.988533907
20671,0.932656716
20672,0.540262848
20673,0.932578989
20674,-0.851502346
20675,0.792447693
20676,0.976528551
20677,0.70819317
20678,-0.632257797
20679,0.501876096
20680,0.826195304
20681,0.944836542
20682,-0.67528846
20683,-0.524112849
20684,-0.849403529
20685,-0.987997862
20686,-0.898485777
20687,0.883016429
20688,0.527131578
20689,-0.98938247
20690,-0.923981654
20691,-0.817254812
20692,-0.954791303
20693,0.884685122
20694,-0.695529576
20695,-0.972841509
20696,0.923698164
20697,-0.66538049
20698,-0.760495857
20699,0.85127286
20700,-0.792562674
20701,-0.821506688
20702,0.664624139
20703,0.858731286
20704,-0.875190109
20705,-0.98103316
20706,0.969725919
20707,0.919217994
20708,-0.999696005
20709,0.88255835
20710,0.951434245
20711,-0.831290557
20712,-0.976776277
20713,-0.758765649
20714,-0.93154487
20715,-0.98099829
20716,0.893895454
20717,0.687755292
20718,0.932249542
20719,0.929841902
20720,0.617794135
20721,0.997181132
20722,0.575924376
20723,0.995814109
20724,0.902984068
20725,-0.765645055
20726,-0.650781759
20727,0.80952595
20728,0.835776211
20729,-0.97785671
20730,-0.992022517
20731,-0.994448158
20732,-0.631333235
20733,-0.944438129
20734,-0.65582873
20735,0.880024403
20736,-0.563596964
20737,0.993624511
20738,0.654195205
20739,-0.742544777
20740,-0.720705066
20741,0.904700566
20742,-0.858090453
20743,-0.987923652
20744,-0.998347519
20745,-0.650261987
20746,-0.92911595
20747,0.720054397
20748,-0.62037839
20749,0.991728655
20750,-0.951811437
20751,-0.796141649
20752,-0.839720873
20753,-0.74140426
20754,0.963767201
20755,-0.964635136
20756,-0.992126471
20757,-0.667661763
20758,0.998026238
20759,-0.843730686
20760,0.99486785
20761,0.742634665
20762,-0.974436171
20763,0.591955996
20764,-0.775844502
20765,-0.931649599
20766,-0.939814962
20767,-0.525844309
20768,-0.602873467
20769,0.511725055
20770,0.981229862
20771,-0.972518381
20772,0.996511926
20773,-0.976532604
20774,-0.99592009
20775,-0.880396946
20776,0.965628305
20777,0.656853491
20778,0.519069156
20779,-0.865062487
20780,-0.752292405
20781,-0.993890059
20782,-0.837061752
20783,0.899561621
20784,0.644568758
20785,-0.777508964
20786,-0.817089701
20787,0.997241335
20788,-0.791598712
20789,0.873874466
20790,0.534116547
20791,0.590300892
20792,-0.662346084
20793,-0.950108887
20794,0.931638333
20795,-0.961826342
20796,-0.915776354
20797,0.990744844
20798,-0.861944453
20799,-0.999780587
20800,0.859254634
20801,-0.756637923
20802,-0.97132374
20803,0.53319735
20804,0.785549273
20805,0.546223176
20806,-0.768982502
20807,-0.888008085
20808,0.717435749
20809,-0.90736994
20810,-0.67788708
20811,-0.930131055
20812,-0.941620812
20813,0.9502827
20814,-0.767283468
20815,-0.989926323
20816,0.995057817
20817,-0.698763426
20818,-0.801806803
20819,-0.887224493
20820,-0.963148899
20821,-0.842098769
20822,0.948085115
20823,-0.946793256
20824,-0.998403729
20825,0.870850134
20826,0.956545652
20827,0.913455561
20828,-0.999636994
20829,-0.907841311
20830,-0.928844143
20831,-0.685951112
20832,0.959402847
20833,0.879260362
20834,0.988873428
20835,-0.999353444
20836,0.586014981
20837,-0.536734719
20838,0.575888254
20839,0.635607285
20840,0.839906846
20841,0.680423829
20842,-0.646893008
20843,0.997882467
20844,0.768667122
20845,-0.993442173
20846,-0.899963193
20847,0.980145018
20848,-0.999542339
20849,-0.902134372
20850,0.746566154
20851,0.983763511
20852,0.964839945
20853,-0.595084223
20854,-0.89682215
20855,-0.850158867
20856,0.768254881
20857,0.99321227
20858,-0.791725139
20859,0.994998687
20860,0.951382566
20861,0.979599436
20862,0.883945342
20863,0.997329553
20864,-0.788010499
20865,0.69345484
20866,-0.884690308
20867,0.720044801
20868,-0.849513325
20869,0.58503725
20870,0.571383705
20871,-0.865743794
20872,0.89467076
20873,-0.822988574
20874,0.552185709
20875,-0.836233574
20876,0.676709189
20877,-0.553914129
20878,-0.891186322
20879,-0.989706731
20880,-0.568035349
20881,0.632788477
20882,-0.757504786
20883,-0.783075827
20884,0.952541979
20885,-0.69300761
20886,-0.947619585
20887,0.966755769
20888,-0.670513772
20889,0.979871243
20890,-0.902753389
20891,0.995979041
20892,0.660740216
20893,0.924495942
20894,-0.688719314
20895,-0.676674438
20896,-0.614746318
20897,-0.963704792
20898,-0.950216716
20899,-0.903637359
20900,0.580160515
20901,0.983980778
20902,-0.994517243
20903,-0.590312695
20904,-0.954128892
20905,-0.878184518
20906,-0.737494229
20907,0.912633642
20908,-0.909594885
20909,0.982294977
20910,0.980683387
20911,-0.529429601
20912,0.585656207
20913,-0.97354493
20914,-0.995904711
20915,0.989875717
20916,0.664769162
20917,0.559946163
20918,-0.891467667
20919,0.970560057
20920,-0.980774704
20921,-0.93157509
20922,-0.852926473
20923,0.756647818
20924,0.982253252
20925,-0.769914992
20926,0.989655112
20927,-0.806917792
20928,-0.959699629
20929,-0.535540019
20930,-0.945430822
20931,-0.978121782
20932,0.780966221
20933,0.897381501
20934,-0.886719087
20935,0.85117266
20936,-0.835053001
20937,-0.962479097
20938,0.999360895
20939,-0.664990065
20940,-0.575221849
20941,-0.965334265
20942,0.534283983
20943,0.742976331
20944,0.989710606
20945,-0.808848756
20946,-0.961571225
20947,-0.95232501
20948,0.525602543
20949,0.978595239
20950,0.906529722
20951,0.984977822
20952,-0.938062163
20953,-0.855635783
20954,-0.8900101
20955,-0.98043429
20956,-0.649128503
20957,-0.985952573
20958,-0.660931375
20959,0.871490967
20960,-0.554645683
20961,-0.997484114
20962,-0.932897885
20963,0.992904102
20964,0.662495399
20965,-0.513832694
20966,0.850202857
20967,-0.995442997
20968,-0.995043988
20969,0.984910049
20970,-0.860551918
20971,0.733013761
20972,0.982756215
20973,-0.614249077
20974,0.993827889
20975,-0.794771525
20976,-0.997408056
20977,0.880721922
20978,0.616281731
20979,0.696451396
20980,-0.832938031
20981,0.916867696
20982,-0.906463737
20983,-0.745859812
20984,-0.957183922
20985,0.821895325
20986,0.977105962
20987,0.978734719
20988,-0.848863908
20989,-0.93016807
20990,-0.768019613
20991,-0.942661249
20992,0.80953048
20993,0.970288309
20994,0.981819195
20995,0.573894822
20996,-0.547124253
20997,-0.95962363
20998,0.935407751
20999,-0.995154619
21000,0.970734705
21001,-0.955735535
21002,0.574474856
21003,0.779870707
21004,0.969299074
21005,-0.849320795
21006,0.993036072
21007,0.684161238
21008,-0.83530788
21009,-0.505897174
21010,0.998354553
21011,-0.998825626
21012,-0.997337422
21013,-0.931981132
21014,0.777861539
21015,-0.618683648
21016,0.832663005
21017,0.710124432
21018,0.790543492
21019,0.598745753
21020,-0.997112048
21021,-0.791095631
21022,0.985315733
21023,-0.863729738
21024,-0.613110169
21025,0.899008112
21026,-0.934440749
21027,-0.91587703
21028,0.784537923
21029,-0.929512634
21030,-0.832229722
21031,0.993991689
21032,-0.827362167
21033,-0.991560028
21034,-0.994990998
21035,-0.959978589
21036,-0.864813152
21037,0.777843537
21038,-0.719151711
21039,0.612175653
21040,0.689835393
21041,-0.976347882
21042,0.553821798
21043,0.91729609
21044,0.920303435
21045,-0.973042742
21046,-0.982865832
21047,-0.983180914
21048,-0.953094534
21049,-0.997065137
21050,0.813886548
21051,0.879420705
21052,-0.963989951
21053,-0.787409424
21054,-0.662369271
21055,0.996684369
21056,-0.957739517
21057,-0.567219391
21058,-0.697380905
21059,-0.92744219
21060,-0.982408409
21061,-0.990927539
21062,-0.920521119
21063,-0.946546066
21064,-0.964893651
21065,-0.765722544
21066,0.584235061
21067,-0.991317249
21068,-0.808955691
21069,0.727158282
21070,-0.937836253
21071,-0.541919621
21072,-0.731133701
21073,-0.903730942
21074,0.989821892
21075,0.998843448
21076,0.826747502
21077,0.783083635
21078,-0.944806619
21079,0.578887671
21080,-0.925695709
21081,0.992715506
21082,-0.906090896
21083,-0.840005257
21084,0.964187906
21085,0.983130129
21086,0.574659161
21087,-0.857712486
21088,0.895753817
21089,0.984732957
21090,0.623052234
21091,0.999178439
21092,-0.892375837
21093,-0.847368492
21094,0.997548013
21095,-0.688613333
21096,0.688596941
21097,0.984228325
21098,-0.526858937
21099,-0.931382798
21100,-0.970188528
21101,-0.514218052
21102,0.517388064
21103,0.669220125
21104,-0.573687092
21105,-0.698263205
21106,-0.543956625
21107,-0.947879114
21108,0.949578922
21109,-0.910123657
21110,-0.557340569
21111,-0.963121122
21112,0.632728572
21113,-0.969747973
21114,-0.969741834
21115,-0.994898846
21116,-0.989842754
21117,0.839611435
21118,0.969104219
21119,-0.992898321
21120,-0.862422321
21121,0.998421909
21122,-0.971206911
21123,-0.847191042
21124,0.97930927
21125,0.600280867
21126,0.902527718
21127,0.812156221
21128,-0.878523741
21129,-0.853095458
21130,-0.566297631
21131,-0.908571376
21132,-0.989483265
21133,0.51042503
21134,0.854571622
21135,0.552341938
21136,0.52095297
21137,-0.729753803
21138,-0.990062167
21139,-0.969067978
21140,-0.986767339
21141,-0.816793575
21142,0.896051314
21143,-0.953246949
21144,-0.84005032
21145,-0.600817448
21146,0.523487156
21147,0.998874682
21148,-0.708144948
21149,-0.576979357
21150,-0.882530812
21151,-0.982315005
21152,-0.979166929
21153,-0.797458423
21154,0.99794112
21155,-0.578108669
21156,-0.862711295
21157,-0.906999782
21158,-0.985534967
21159,-0.849602676
21160,-0.89962558
21161,0.503087903
21162,-0.724214419
21163,0.882881061
21164,-0.625439489
21165,-0.961831945
21166,-0.553521439
21167,-0.78968563
21168,0.990500158
21169,0.995625751
21170,-0.925973298
21171,-0.54360566
21172,-0.985518516
21173,-0.99617777
21174,-0.91950208
21175,-0.978464283
21176,-0.97750509
21177,-0.6099944
21178,0.908055777
21179,-0.982776243
21180,-0.929060277
21181,-0.826317855
21182,0.989246805
21183,-0.577554444
21184,-0.716244447
21185,-0.785188711
21186,0.894922122
21187,-0.787912088
21188,-0.580928311
21189,0.644161226
21190,0.886318231
21191,0.931713616
21192,-0.823076196
21193,0.808901508
21194,0.771982932
21195,-0.634884314
21196,0.829351844
21197,0.750871855
21198,-0.940182379
21199,0.973636605
21200,0.837233062
21201,0.667128818
21202,-0.975567152
21203,-0.879254581
21204,0.56838995
21205,0.831109769
21206,0.949023267
21207,-0.920245914
21208,-0.871303802
21209,0.598871404
21210,0.853604024
21211,0.73387359
21212,0.60715771
21213,-0.840507803
21214,0.927652363
21215,-0.987305171
21216,-0.718544019
21217,-0.939049789
21218,0.892372558
21219,-0.921986553
21220,-0.976259605
21221,-0.963190802
21222,-0.803184317
21223,0.828409996
21224,0.51241268
21225,0.994975202
21226,-0.837854463
21227,-0.506996444
21228,0.859764511
21229,-0.585779534
21230,-0.79102595
21231,0.950332651
21232,0.894542248
21233,0.993741817
21234,-0.736800942
21235,0.998923262
21236,0.998531108
21237,-0.980402102
21238,-0.875429788
21239,-0.974344496
21240,0.994909277
21241,-0.541511791
21242,0.996534756
21243,0.806867246
21244,0.560910304
21245,0.637340771
21246,0.685994148
21247,0.918138573
21248,-0.972050824
21249,-0.944013609
21250,-0.974637106
21251,-0.830329396
21252,-0.68486138
21253,0.959693311
21254,-0.734991516
21255,0.648152441
21256,-0.96154309
21257,0.995837654
21258,0.7760086
21259,-0.987146677
21260,0.849328961
21261,-0.97434539
21262,-0.963419216
21263,0.658637226
21264,0.985250344
21265,-0.843695935
21266,-0.780583009
21267,-0.991205367
21268,-0.513966869
21269,0.945581568
21270,-0.94668501
21271,0.939733599
21272,-0.826838104
21273,-0.941502015
21274,-0.965898563
21275,0.995326286
21276,0.792556833
21277,0.948947865
21278,-0.828391876
21279,-0.950271852
21280,-0.927963809
21281,0.996366188
21282,-0.882953841
21283,-0.998695504
21284,0.596036442
21285,0.660685735
21286,-0.789054334
21287,-0.969922919
21288,-0.987461103
21289,-0.857494682
21290,0.57725492
21291,-0.993077797
21292,-0.596069226
21293,-0.923769513
21294,0.987455738
21295,0.986453926
21296,0.992414969
21297,0.591816158
21298,-0.826709234
21299,0.914370824
21300,0.993705695
21301,-0.657917056
21302,-0.893240076
21303,-0.981318438
21304,0.983224546
21305,0.844392381
21306,0.727945033
21307,0.923421529
21308,-0.994451496
21309,-0.831226003
21310,-0.974892462
21311,0.642424521
21312,-0.977674373
21313,0.989801685
21314,0.754510853
21315,-0.98090882
21316,0.917091519
21317,0.807812074
21318,-0.503297064
21319,-0.832679575
21320,-0.566075655
21321,-0.941103186
21322,-0.945014587
21323,-0.512055158
21324,-0.575078793
21325,-0.997458483
21326,-0.715563915
21327,-0.818913492
21328,-0.782102805
21329,-0.858683481
21330,0.992982903
21331,-0.579862958
21332,-0.95853062
21333,0.548097632
21334,0.525104349
21335,-0.613797198
21336,-0.996096169
21337,0.536696094
21338,-0.684937796
21339,-0.712744928
21340,-0.997449125
21341,0.824985344
21342,0.969210021
21343,0.925579654
21344,-0.949273258
21345,0.946499692
21346,-0.861842704
21347,0.738633733
21348,-0.899726434
21349,0.996716974
21350,-0.750556653
21351,-0.869051676
21352,0.99459491
21353,0.550803605
21354,-0.895721629
21355,0.990677608
21356,0.573867403
21357,0.530527738
21358,0.609344447
21359,0.998569257
21360,-0.811904621
21361,0.984854316
21362,-0.759784032
21363,-0.999875779
21364,-0.994255926
21365,0.97691379
21366,-0.989864153
21367,0.913544018
21368,-0.982830843
21369,0.707675008
21370,-0.528527034
21371,-0.786362012
21372,-0.751853222
21373,0.99258312
21374,-0.968919438
21375,-0.917041152
21376,-0.980275616
21377,0.949506917
21378,0.77282011
21379,-0.743496282
21380,-0.946109208
21381,-0.544326665
21382,0.995315438
21383,0.742680443
21384,-0.539827361
21385,0.918620852
21386,-0.878862069
21387,-0.959500602
21388,-0.546062714
21389,0.942476468
21390,-0.725505503
21391,-0.868242155
21392,-0.746291187
21393,0.93887079
21394,-0.991989078
21395,0.99899175
21396,0.995056327
21397,-0.76608394
21398,-0.999632703
21399,-0.719539454
21400,0.577429031
21401,0.987685582
21402,0.529554239
21403,0.891486145
21404,0.872656341
21405,0.634480537
21406,-0.811202571
21407,0.983274198
21408,0.667794627
21409,-0.953502782
21410,0.906618119
21411,0.842785321
21412,-0.940372585
21413,0.638449757
21414,0.506249689
21415,-0.876889858
21416,-0.975391669
21417,-0.722462931
21418,-0.992146857
21419,-0.731964502
21420,-0.503060424
21421,-0.929197194
21422,0.582327701
21423,-0.959986815
21424,-0.998386741
21425,-0.871197701
21426,0.927954749
21427,-0.962892291
21428,-0.983567166
21429,-0.99094566
21430,-0.80400254
21431,0.526049654
21432,-0.811448151
21433,-0.917115541
21434,-0.936259891
21435,-0.776882019
21436,-0.62139725
21437,-0.785646909
21438,0.900532617
21439,0.809864338
21440,-0.716864596
21441,-0.951828485
21442,-0.599535305
21443,-0.508995836
21444,-0.899265971
21445,0.662377735
21446,-0.589191609
21447,-0.744179376
21448,0.897257936
21449,-0.829612266
21450,0.84871662
21451,-0.612623718
21452,0.990885993
21453,0.509864487
21454,-0.988053714
21455,0.605954665
21456,-0.606956775
21457,0.515130752
21458,-0.99056513
21459,-0.72782421
21460,0.965563394
21461,-0.753420584
21462,-0.610285162
21463,-0.629881272
21464,-0.756910803
21465,-0.580230017
21466,0.794321732
21467,0.835033331
21468,-0.877704624
21469,-0.884624919
21470,-0.665434673
21471,0.973282123
21472,0.806475748
21473,-0.993428166
21474,-0.752244839
21475,0.950703882
21476,0.982930386
21477,-0.836148813
21478,-0.982160742
21479,0.620520433
21480,0.542500311
21481,0.735519037
21482,-0.798277183
21483,0.904676545
21484,-0.581902108
21485,-0.947786067
21486,-0.554565274
21487,-0.785841406
21488,-0.632531631
21489,-0.998351453
21490,-0.948623365
21491,0.518242409
21492,0.96521678
21493,-0.660633698
21494,-0.961575636
21495,0.996354385
21496,-0.844074855
21497,0.966627972
21498,-0.699126849
21499,-0.696101861
21500,-0.608621058
21501,-0.918747517
21502,0.821820757
21503,0.515670969
21504,0.853416084
21505,0.929895906
21506,-0.673195008
21507,0.66630982
21508,-0.995611326
21509,0.995253447
21510,0.528448472
21511,0.650162444
21512,-0.508923056
21513,0.629749183
21514,0.935761518
21515,-0.930123842
21516,-0.88331941
21517,-0.855317304
21518,0.687133235
21519,0.985655254
21520,-0.68803461
21521,0.767158711
21522,0.679388458
21523,-0.744804294
21524,0.569656715
21525,0.960290929
21526,-0.934297275
21527,-0.978490451
21528,-0.760060549
21529,0.605878428
21530,-0.615777218
21531,-0.838928579
21532,-0.684128812
21533,-0.617253322
21534,0.984523916
21535,-0.736910499
21536,-0.780688811
21537,0.919347162
21538,0.901971407
21539,0.759181765
21540,0.614813554
21541,0.577752518
21542,-0.905420081
21543,-0.78117407
21544,0.920776475
21545,-0.846085275
21546,-0.938914005
21547,-0.99004965
21548,0.595843078
21549,0.697758991
21550,-0.794468723
21551,-0.909449623
21552,-0.934874627
21553,-0.930606956
21554,-0.731151047
21555,-0.998777463
21556,-0.978333744
21557,0.963489254
21558,-0.806115305
21559,-0.991455
21560,0.811347952
21561,0.62957829
21562,-0.661789535
21563,-0.83237713
21564,-0.989238698
21565,0.953264235
21566,-0.522988068
21567,0.849133629
21568,0.538292127
21569,0.867148668
21570,-0.748467612
21571,-0.93716663
21572,-0.971356107
21573,-0.984003786
21574,-0.826629718
21575,-0.974707561
21576,-0.893239898
21577,0.52141999
21578,-0.995519413
21579,-0.831511281
21580,-0.875585779
21581,0.609084144
21582,-0.976389011
21583,0.999569281
21584,-0.922487191
21585,0.896427076
21586,-0.700997133
21587,-0.796381924
21588,-0.807425822
21589,-0.521498135
21590,-0.773781986
21591,-0.878631212
21592,-0.852998895
21593,0.517042761
21594,0.93136134
21595,-0.796814312
21596,-0.769100762
21597,-0.68008705
21598,-0.990796106
21599,-0.59882044
21600,-0.653008194
21601,0.573335173
21602,-0.991759651
21603,-0.683770276
21604,-0.703924008
21605,0.9986809
21606,-0.610913001
21607,0.999315058
21608,-0.728910485
21609,-0.972902249
21610,-0.807962462
21611,0.98975996
21612,-0.611685446
21613,-0.777360483
21614,0.801081626
21615,0.929133176
21616,0.767253605
21617,-0.683847408
21618,0.610298991
21619,-0.957303613
21620,-0.563099783
21621,-0.97862242
21622,-0.830479784
21623,0.918850816
21624,0.693054997
21625,0.568213931
21626,0.992467244
21627,-0.520064769
21628,-0.921839324
21629,0.761590299
21630,-0.577751504
21631,-0.915533754
21632,-0.988751651
21633,-0.687557755
21634,-0.893315956
21635,0.99360037
21636,0.977957983
21637,-0.941646145
21638,0.524631607
21639,-0.53808237
21640,-0.697708802
21641,-0.656314526
21642,-0.993590296
21643,0.964663747
21644,0.953502305
21645,-0.860692292
21646,-0.84138903
21647,0.811408572
21648,-0.73478623
21649,-0.814796686
21650,0.602127726
21651,-0.589714301
21652,0.530464197
21653,-0.995852913
21654,-0.796218303
21655,0.690961366
21656,0.720264273
21657,-0.811828741
21658,-0.950872033
21659,0.790277228
21660,-0.792000105
21661,0.672846188
21662,0.738974327
21663,-0.574610581
21664,0.600180132
21665,-0.668449349
21666,-0.665146712
21667,-0.581221517
21668,-0.956072135
21669,0.750907082
21670,0.790788774
21671,0.623087462
21672,-0.513848072
21673,-0.97645279
21674,0.880044491
21675,-0.86353989
21676,0.54028073
21677,0.858010103
21678,0.920312912
21679,0.995091376
21680,0.908604338
21681,-0.940480354
21682,0.905705419
21683,-0.701315017
21684,-0.73342928
21685,-0.936858999
21686,0.542808001
21687,-0.979362976
21688,0.810477335
21689,0.996005089
21690,-0.883652493
21691,0.998957595
21692,0.848735813
21693,-0.807365082
21694,-0.863325901
21695,-0.934641624
21696,-0.999756744
21697,-0.673599738
21698,-0.999591991
21699,-0.999113885
21700,-0.887789209
21701,0.994617799
21702,-0.958016034
21703,-0.985796581
21704,-0.629330922
21705,0.586011166
21706,-0.841185294
21707,-0.726573777
21708,0.602961566
21709,-0.869631114
21710,0.886568997
21711,-0.994588473
21712,0.52643233
21713,-0.901035043
21714,-0.987710081
21715,0.661192811
21716,-0.963849518
21717,-0.84926399
21718,-0.960549325
21719,-0.638268493
21720,-0.944989791
21721,-0.898947134
21722,0.979450598
21723,-0.93395692
21724,-0.982880257
21725,-0.692511323
21726,-0.81396976
21727,-0.728730234
21728,-0.971232303
21729,0.602060728
21730,-0.533783286
21731,0.949375961
21732,-0.862546244
21733,-0.981188078
